id,country_id,region_id,name,iso_code
9390,250,391,Serrières,ssi
9391,250,384,Serrières,ssm
9392,250,374,Serrières/Saone-et-Loire,sso
9393,250,391,Serrières-de-Briord,ssd
9394,250,391,Serrières-en-Chautagne,shg
9395,250,374,Serrigny,prz
9396,250,381,Serris,sxr
9397,250,391,Servas,sva
9398,250,382,Servian,svn
9399,250,382,Serviers-et-Labaume,ktr
9400,250,382,Servies-en-Val,pxw
9401,250,384,Servigny-lès-Sainte-Barbe,vyy
9402,250,376,Serville,esl
9403,250,381,Servon,srv
9404,250,375,Servon-sur-Vilaine,ila
9405,250,377,Serzy-et-Prin,uyv
9406,250,382,Sète,set
9407,250,374,Seurre,sup
9408,250,391,Sevelinges,eeg
9409,250,379,Sevenans,eve
9410,250,385,Sévérac-le-Château,sxe
9411,250,371,Sévignacq-Meyracq,sqq
9412,250,371,Sévignacq-Thèse,svq
9413,250,,Sevigny-Waleppe,syw
9414,250,381,Sevran,sej
9415,250,381,Sèvres,sev
9416,250,374,Sevrey,svy
9417,250,391,Sévrier,swi
9418,250,372,Seychalles,syh
9419,250,,Seyne,syn
9420,250,391,Seynod,syd
9421,250,391,Seyssel,ysl
9422,250,385,Seysses-Savès,s2s
9423,250,391,Seyssinet-Pariset,sps
9424,250,391,Seyssins,sys
9425,250,391,Seyssuel,ysu
9426,250,377,Sézanne,sez
9427,250,372,Siaugues-Sainte-Marie,gfz
9428,250,372,Siaugues-Saint-Romain,swq
9429,250,391,Sibelin,sib
9430,250,389,Siecq,sq7
